 %[acid] (cm^-3)         [DMA] (ppt)               T (K)            CS (1/s)       J (cm^-3s^-1)
     1.00000E+08         1.00000E+09         3.00000E+02         1.00000E-05         1.54281E+06
     3.16228E+08         1.00000E+04         3.00000E+02         1.00000E-05         1.58762E+02
     3.16228E+08         3.16228E+04         3.00000E+02         1.00000E-05         6.85425E+02
     3.16228E+08         1.00000E+05         3.00000E+02         1.00000E-05         2.52451E+03
     3.16228E+08         3.16228E+05         3.00000E+02         1.00000E-05         8.77383E+03
     3.16228E+08         1.00000E+06         3.00000E+02         1.00000E-05         2.96689E+04
     3.16228E+08         3.16228E+06         3.00000E+02         1.00000E-05         9.82218E+04
     3.16228E+08         1.00000E+07         3.00000E+02         1.00000E-05         3.19147E+05
     3.16228E+08         3.16228E+07         3.00000E+02         1.00000E-05         1.00938E+06
     3.16228E+08         1.00000E+08         3.00000E+02         1.00000E-05         2.96519E+06
     3.16228E+08         3.16228E+08         3.00000E+02         1.00000E-05         7.28307E+06
     3.16228E+08         1.00000E+09         3.00000E+02         1.00000E-05         1.29115E+07
     1.00000E+09         1.00000E+04         3.00000E+02         1.00000E-05         8.99349E+02
     1.00000E+09         3.16228E+04         3.00000E+02         1.00000E-05         3.14354E+03
     1.00000E+09         1.00000E+05         3.00000E+02         1.00000E-05         1.05365E+04
     1.00000E+09         3.16228E+05         3.00000E+02         1.00000E-05         3.48817E+04
     1.00000E+09         1.00000E+06         3.00000E+02         1.00000E-05         1.15376E+05
     1.00000E+09         3.16228E+06         3.00000E+02         1.00000E-05         3.81797E+05
     1.00000E+09         1.00000E+07         3.00000E+02         1.00000E-05         1.25614E+06
     1.00000E+09         3.16228E+07         3.00000E+02         1.00000E-05         4.06548E+06
     1.00000E+09         1.00000E+08         3.00000E+02         1.00000E-05         1.26860E+07
     1.00000E+09         3.16228E+08         3.00000E+02         1.00000E-05         3.60945E+07
     1.00000E+09         1.00000E+09         3.00000E+02         1.00000E-05         8.36401E+07
     3.16228E+09         1.00000E+04         3.00000E+02         1.00000E-05         3.42772E+03
     3.16228E+09         3.16228E+04         3.00000E+02         1.00000E-05         1.12106E+04
     3.16228E+09         1.00000E+05         3.00000E+02         1.00000E-05         3.62575E+04
     3.16228E+09         3.16228E+05         3.00000E+02         1.00000E-05         1.17098E+05
     3.16228E+09         1.00000E+06         3.00000E+02         1.00000E-05         3.79673E+05
     3.16228E+09         3.16228E+06         3.00000E+02         1.00000E-05         1.23996E+06
     3.16228E+09         1.00000E+07         3.00000E+02         1.00000E-05         4.08302E+06
     3.16228E+09         3.16228E+07         3.00000E+02         1.00000E-05         1.35094E+07
     3.16228E+09         1.00000E+08         3.00000E+02         1.00000E-05         4.43794E+07
     3.16228E+09         3.16228E+08         3.00000E+02         1.00000E-05         1.40522E+08
     3.16228E+09         1.00000E+09         3.00000E+02         1.00000E-05         4.00214E+08
     1.00000E+04         1.00000E+04         3.00000E+02         1.00000E-04         2.72600E-20
     1.00000E+04         3.16228E+04         3.00000E+02         1.00000E-04         4.81200E-18
     1.00000E+04         1.00000E+05         3.00000E+02         1.00000E-04         9.86527E-16
     1.00000E+04         3.16228E+05         3.00000E+02         1.00000E-04         1.71662E-13
     1.00000E+04         1.00000E+06         3.00000E+02         1.00000E-04         1.81008E-11
     1.00000E+04         3.16228E+06         3.00000E+02         1.00000E-04         1.06981E-09
     1.00000E+04         1.00000E+07         3.00000E+02         1.00000E-04         4.22508E-08
     1.00000E+04         3.16228E+07         3.00000E+02         1.00000E-04         1.10608E-06
     1.00000E+04         1.00000E+08         3.00000E+02         1.00000E-04         1.26511E-05
     1.00000E+04         3.16228E+08         3.00000E+02         1.00000E-04         4.61765E-05
     1.00000E+04         1.00000E+09         3.00000E+02         1.00000E-04         7.47048E-05
     3.16228E+04         1.00000E+04         3.00000E+02         1.00000E-04         6.31985E-18
     3.16228E+04         3.16228E+04         3.00000E+02         1.00000E-04         8.28792E-16
     3.16228E+04         1.00000E+05         3.00000E+02         1.00000E-04         1.30117E-13
     3.16228E+04         3.16228E+05         3.00000E+02         1.00000E-04         1.95725E-11
     3.16228E+04         1.00000E+06         3.00000E+02         1.00000E-04         1.94386E-09
     3.16228E+04         3.16228E+06         3.00000E+02         1.00000E-04         1.11854E-07
     3.16228E+04         1.00000E+07         3.00000E+02         1.00000E-04         4.30945E-06
     3.16228E+04         3.16228E+07         3.00000E+02         1.00000E-04         1.08098E-04
     3.16228E+04         1.00000E+08         3.00000E+02         1.00000E-04         1.15612E-03
     3.16228E+04         3.16228E+08         3.00000E+02         1.00000E-04         3.95709E-03
     3.16228E+04         1.00000E+09         3.00000E+02         1.00000E-04         6.17992E-03
     1.00000E+05         1.00000E+04         3.00000E+02         1.00000E-04         1.81274E-15
     1.00000E+05         3.16228E+04         3.00000E+02         1.00000E-04         1.96907E-13
     1.00000E+05         1.00000E+05         3.00000E+02         1.00000E-04         2.32829E-11
     1.00000E+05         3.16228E+05         3.00000E+02         1.00000E-04         2.73099E-09
     1.00000E+05         1.00000E+06         3.00000E+02         1.00000E-04         2.35955E-07
     1.00000E+05         3.16228E+06         3.00000E+02         1.00000E-04         1.26225E-05
     1.00000E+05         1.00000E+07         3.00000E+02         1.00000E-04         4.52708E-04
     1.00000E+05         3.16228E+07         3.00000E+02         1.00000E-04         9.96297E-03
     1.00000E+05         1.00000E+08         3.00000E+02         1.00000E-04         8.59677E-02
     1.00000E+05         3.16228E+08         3.00000E+02         1.00000E-04         2.43194E-01
     1.00000E+05         1.00000E+09         3.00000E+02         1.00000E-04         3.47113E-01
     3.16228E+05         1.00000E+04         3.00000E+02         1.00000E-04         5.89449E-13
     3.16228E+05         3.16228E+04         3.00000E+02         1.00000E-04         5.89710E-11
     3.16228E+05         1.00000E+05         3.00000E+02         1.00000E-04         5.82581E-09
     3.16228E+05         3.16228E+05         3.00000E+02         1.00000E-04         5.27105E-07
     3.16228E+05         1.00000E+06         3.00000E+02         1.00000E-04         3.60686E-05
     3.16228E+05         3.16228E+06         3.00000E+02         1.00000E-04         1.62891E-03
     3.16228E+05         1.00000E+07         3.00000E+02         1.00000E-04         4.77672E-02
     3.16228E+05         3.16228E+07         3.00000E+02         1.00000E-04         6.98049E-01
     3.16228E+05         1.00000E+08         3.00000E+02         1.00000E-04         3.54818E+00
     3.16228E+05         3.16228E+08         3.00000E+02         1.00000E-04         7.33896E+00
     3.16228E+05         1.00000E+09         3.00000E+02         1.00000E-04         9.36857E+00
     1.00000E+06         1.00000E+04         3.00000E+02         1.00000E-04         2.06567E-10
     1.00000E+06         3.16228E+04         3.00000E+02         1.00000E-04         2.00196E-08
     1.00000E+06         1.00000E+05         3.00000E+02         1.00000E-04         1.81506E-06
     1.00000E+06         3.16228E+05         3.00000E+02         1.00000E-04         1.36311E-04
     1.00000E+06         1.00000E+06         3.00000E+02         1.00000E-04         6.95964E-03
     1.00000E+06         3.16228E+06         3.00000E+02         1.00000E-04         2.14492E-01
     1.00000E+06         1.00000E+07         3.00000E+02         1.00000E-04         3.35682E+00
     1.00000E+06         3.16228E+07         3.00000E+02         1.00000E-04         2.18257E+01
     1.00000E+06         1.00000E+08         3.00000E+02         1.00000E-04         6.69570E+01
     1.00000E+06         3.16228E+08         3.00000E+02         1.00000E-04         1.14573E+02
     1.00000E+06         1.00000E+09         3.00000E+02         1.00000E-04         1.38297E+02
     3.16228E+06         1.00000E+04         3.00000E+02         1.00000E-04         7.17534E-08
     3.16228E+06         3.16228E+04         3.00000E+02         1.00000E-04         6.84575E-06
     3.16228E+06         1.00000E+05         3.00000E+02         1.00000E-04         5.89840E-04
     3.16228E+06         3.16228E+05         3.00000E+02         1.00000E-04         3.73177E-02
     3.16228E+06         1.00000E+06         3.00000E+02         1.00000E-04         1.13068E+00
     3.16228E+06         3.16228E+06         3.00000E+02         1.00000E-04         1.34392E+01
     3.16228E+06         1.00000E+07         3.00000E+02         1.00000E-04         8.30979E+01
     3.16228E+06         3.16228E+07         3.00000E+02         1.00000E-04         3.24139E+02
     3.16228E+06         1.00000E+08         3.00000E+02         1.00000E-04         8.20043E+02
     3.16228E+06         3.16228E+08         3.00000E+02         1.00000E-04         1.32301E+03
     3.16228E+06         1.00000E+09         3.00000E+02         1.00000E-04         1.57237E+03
     1.00000E+07         1.00000E+04         3.00000E+02         1.00000E-04         2.27073E-05
     1.00000E+07         3.16228E+04         3.00000E+02         1.00000E-04         2.11748E-03
     1.00000E+07         1.00000E+05         3.00000E+02         1.00000E-04         1.60624E-01
     1.00000E+07         3.16228E+05         3.00000E+02         1.00000E-04         5.24386E+00
     1.00000E+07         1.00000E+06         3.00000E+02         1.00000E-04         4.92368E+01
     1.00000E+07         3.16228E+06         3.00000E+02         1.00000E-04         2.52299E+02
     1.00000E+07         1.00000E+07         3.00000E+02         1.00000E-04         1.02124E+03
     1.00000E+07         3.16228E+07         3.00000E+02         1.00000E-04         3.40828E+03
     1.00000E+07         1.00000E+08         3.00000E+02         1.00000E-04         8.36975E+03
     1.00000E+07         3.16228E+08         3.00000E+02         1.00000E-04         1.36182E+04
     1.00000E+07         1.00000E+09         3.00000E+02         1.00000E-04         1.63041E+04
     3.16228E+07         1.00000E+04         3.00000E+02         1.00000E-04         5.83968E-03
     3.16228E+07         3.16228E+04         3.00000E+02         1.00000E-04         4.72212E-01
     3.16228E+07         1.00000E+05         3.00000E+02         1.00000E-04         1.56033E+01
     3.16228E+07         3.16228E+05         3.00000E+02         1.00000E-04         1.39037E+02
     3.16228E+07         1.00000E+06         3.00000E+02         1.00000E-04         6.65125E+02
     3.16228E+07         3.16228E+06         3.00000E+02         1.00000E-04         2.56245E+03
     3.16228E+07         1.00000E+07         3.00000E+02         1.00000E-04         9.03908E+03
     3.16228E+07         3.16228E+07         3.00000E+02         1.00000E-04         2.89652E+04
     3.16228E+07         1.00000E+08         3.00000E+02         1.00000E-04         7.43912E+04
     3.16228E+07         3.16228E+08         3.00000E+02         1.00000E-04         1.30271E+05
     3.16228E+07         1.00000E+09         3.00000E+02         1.00000E-04         1.62349E+05
     1.00000E+08         1.00000E+04         3.00000E+02         1.00000E-04         8.34079E-01
     1.00000E+08         3.16228E+04         3.00000E+02         1.00000E-04         3.03809E+01
     1.00000E+08         1.00000E+05         3.00000E+02         1.00000E-04         2.80360E+02
     1.00000E+08         3.16228E+05         3.00000E+02         1.00000E-04         1.37190E+03
     1.00000E+08         1.00000E+06         3.00000E+02         1.00000E-04         5.29014E+03
     1.00000E+08         3.16228E+06         3.00000E+02         1.00000E-04         1.85080E+04
     1.00000E+08         1.00000E+07         3.00000E+02         1.00000E-04         6.18927E+04
     1.00000E+08         3.16228E+07         3.00000E+02         1.00000E-04         1.95595E+05
     1.00000E+08         1.00000E+08         3.00000E+02         1.00000E-04         5.38047E+05
     1.00000E+08         3.16228E+08         3.00000E+02         1.00000E-04         1.09942E+06
     1.00000E+08         1.00000E+09         3.00000E+02         1.00000E-04         1.53985E+06
     3.16228E+08         1.00000E+04         3.00000E+02         1.00000E-04         3.76198E+01
     3.16228E+08         3.16228E+04         3.00000E+02         1.00000E-04         4.06842E+02
     3.16228E+08         1.00000E+05         3.00000E+02         1.00000E-04         2.05000E+03
     3.16228E+08         3.16228E+05         3.00000E+02         1.00000E-04         8.03671E+03
     3.16228E+08         1.00000E+06         3.00000E+02         1.00000E-04         2.85699E+04
     3.16228E+08         3.16228E+06         3.00000E+02         1.00000E-04         9.66103E+04
     3.16228E+08         1.00000E+07         3.00000E+02         1.00000E-04         3.16747E+05
     3.16228E+08         3.16228E+07         3.00000E+02         1.00000E-04         1.00568E+06
     3.16228E+08         1.00000E+08         3.00000E+02         1.00000E-04         2.95947E+06
     3.16228E+08         3.16228E+08         3.00000E+02         1.00000E-04         7.27495E+06
     3.16228E+08         1.00000E+09         3.00000E+02         1.00000E-04         1.29021E+07
     1.00000E+09         1.00000E+04         3.00000E+02         1.00000E-04         4.33306E+02
     1.00000E+09         3.16228E+04         3.00000E+02         1.00000E-04         2.36559E+03
     1.00000E+09         1.00000E+05         3.00000E+02         1.00000E-04         9.35562E+03
     1.00000E+09         3.16228E+05         3.00000E+02         1.00000E-04         3.31358E+04
     1.00000E+09         1.00000E+06         3.00000E+02         1.00000E-04         1.12811E+05
     1.00000E+09         3.16228E+06         3.00000E+02         1.00000E-04         3.78025E+05
     1.00000E+09         1.00000E+07         3.00000E+02         1.00000E-04         1.25056E+06
     1.00000E+09         3.16228E+07         3.00000E+02         1.00000E-04         4.05705E+06
     1.00000E+09         1.00000E+08         3.00000E+02         1.00000E-04         1.26730E+07
     1.00000E+09         3.16228E+08         3.00000E+02         1.00000E-04         3.60746E+07
     1.00000E+09         1.00000E+09         3.00000E+02         1.00000E-04         8.36130E+07
     3.16228E+09         1.00000E+04         3.00000E+02         1.00000E-04         2.45319E+03
     3.16228E+09         3.16228E+04         3.00000E+02         1.00000E-04         9.74190E+03
     3.16228E+09         1.00000E+05         3.00000E+02         1.00000E-04         3.41017E+04
     3.16228E+09         3.16228E+05         3.00000E+02         1.00000E-04         1.13935E+05
     3.16228E+09         1.00000E+06         3.00000E+02         1.00000E-04         3.74987E+05
     3.16228E+09         3.16228E+06         3.00000E+02         1.00000E-04         1.23292E+06
     3.16228E+09         1.00000E+07         3.00000E+02         1.00000E-04         4.07225E+06
     3.16228E+09         3.16228E+07         3.00000E+02         1.00000E-04         1.34927E+07
     3.16228E+09         1.00000E+08         3.00000E+02         1.00000E-04         4.43528E+07
     3.16228E+09         3.16228E+08         3.00000E+02         1.00000E-04         1.40480E+08
     3.16228E+09         1.00000E+09         3.00000E+02         1.00000E-04         4.00148E+08
     1.00000E+04         1.00000E+04         3.00000E+02         1.00000E-03         2.88105E-23
     1.00000E+04         3.16228E+04         3.00000E+02         1.00000E-03         5.70741E-21
     1.00000E+04         1.00000E+05         3.00000E+02         1.00000E-03         1.38638E-18
     1.00000E+04         3.16228E+05         3.00000E+02         1.00000E-03         3.33906E-16
     1.00000E+04         1.00000E+06         3.00000E+02         1.00000E-03         6.08656E-14
     1.00000E+04         3.16228E+06         3.00000E+02         1.00000E-03         6.40710E-12
     1.00000E+04         1.00000E+07         3.00000E+02         1.00000E-03         3.66029E-10
     1.00000E+04         3.16228E+07         3.00000E+02         1.00000E-03         1.13575E-08
     1.00000E+04         1.00000E+08         3.00000E+02         1.00000E-03         1.37755E-07
     1.00000E+04         3.16228E+08         3.00000E+02         1.00000E-03         5.07648E-07
     1.00000E+04         1.00000E+09         3.00000E+02         1.00000E-03         8.19157E-07
     3.16228E+04         1.00000E+04         3.00000E+02         1.00000E-03         6.17089E-21
     3.16228E+04         3.16228E+04         3.00000E+02         1.00000E-03         8.93993E-19
     3.16228E+04         1.00000E+05         3.00000E+02         1.00000E-03         1.69256E-16
     3.16228E+04         3.16228E+05         3.00000E+02         1.00000E-03         3.60005E-14
     3.16228E+04         1.00000E+06         3.00000E+02         1.00000E-03         6.25858E-12
     3.16228E+04         3.16228E+06         3.00000E+02         1.00000E-03         6.47823E-10
     3.16228E+04         1.00000E+07         3.00000E+02         1.00000E-03         3.67311E-08
     3.16228E+04         3.16228E+07         3.00000E+02         1.00000E-03         1.13240E-06
     3.16228E+04         1.00000E+08         3.00000E+02         1.00000E-03         1.36348E-05
     3.16228E+04         3.16228E+08         3.00000E+02         1.00000E-03         4.99530E-05
     3.16228E+04         1.00000E+09         3.00000E+02         1.00000E-03         8.03586E-05
     1.00000E+05         1.00000E+04         3.00000E+02         1.00000E-03         1.66385E-18
     1.00000E+05         3.16228E+04         3.00000E+02         1.00000E-03         1.92241E-16
     1.00000E+05         1.00000E+05         3.00000E+02         1.00000E-03         2.66634E-14
     1.00000E+05         3.16228E+05         3.00000E+02         1.00000E-03         4.42929E-12
     1.00000E+05         1.00000E+06         3.00000E+02         1.00000E-03         6.80366E-10
     1.00000E+05         3.16228E+06         3.00000E+02         1.00000E-03         6.70217E-08
     1.00000E+05         1.00000E+07         3.00000E+02         1.00000E-03         3.71292E-06
     1.00000E+05         3.16228E+07         3.00000E+02         1.00000E-03         1.12187E-04
     1.00000E+05         1.00000E+08         3.00000E+02         1.00000E-03         1.32006E-03
     1.00000E+05         3.16228E+08         3.00000E+02         1.00000E-03         4.74659E-03
     1.00000E+05         1.00000E+09         3.00000E+02         1.00000E-03         7.56157E-03
     3.16228E+05         1.00000E+04         3.00000E+02         1.00000E-03         5.03548E-16
     3.16228E+05         3.16228E+04         3.00000E+02         1.00000E-03         5.23390E-14
     3.16228E+05         1.00000E+05         3.00000E+02         1.00000E-03         5.79885E-12
     3.16228E+05         3.16228E+05         3.00000E+02         1.00000E-03         7.08887E-10
     3.16228E+05         1.00000E+06         3.00000E+02         1.00000E-03         8.53727E-08
     3.16228E+05         3.16228E+06         3.00000E+02         1.00000E-03         7.40061E-06
     3.16228E+05         1.00000E+07         3.00000E+02         1.00000E-03         3.83163E-04
     3.16228E+05         3.16228E+07         3.00000E+02         1.00000E-03         1.08914E-02
     3.16228E+05         1.00000E+08         3.00000E+02         1.00000E-03         1.19225E-01
     3.16228E+05         3.16228E+08         3.00000E+02         1.00000E-03         4.03554E-01
     3.16228E+05         1.00000E+09         3.00000E+02         1.00000E-03         6.23406E-01
     1.00000E+06         1.00000E+04         3.00000E+02         1.00000E-03         1.62359E-13
     1.00000E+06         3.16228E+04         3.00000E+02         1.00000E-03         1.62247E-11
     1.00000E+06         1.00000E+05         3.00000E+02         1.00000E-03         1.61666E-09
     1.00000E+06         3.16228E+05         3.00000E+02         1.00000E-03         1.58166E-07
     1.00000E+06         1.00000E+06         3.00000E+02         1.00000E-03         1.40905E-05
     1.00000E+06         3.16228E+06         3.00000E+02         1.00000E-03         9.51187E-04
     1.00000E+06         1.00000E+07         3.00000E+02         1.00000E-03         4.14043E-02
     1.00000E+06         3.16228E+07         3.00000E+02         1.00000E-03         9.86621E-01
     1.00000E+06         1.00000E+08         3.00000E+02         1.00000E-03         8.64068E+00
     1.00000E+06         3.16228E+08         3.00000E+02         1.00000E-03         2.44328E+01
     1.00000E+06         1.00000E+09         3.00000E+02         1.00000E-03         3.48070E+01
     3.16228E+06         1.00000E+04         3.00000E+02         1.00000E-03         5.52402E-11
     3.16228E+06         3.16228E+04         3.00000E+02         1.00000E-03         5.44149E-09
     3.16228E+06         1.00000E+05         3.00000E+02         1.00000E-03         5.19428E-07
     3.16228E+06         3.16228E+05         3.00000E+02         1.00000E-03         4.52951E-05
     3.16228E+06         1.00000E+06         3.00000E+02         1.00000E-03         3.17096E-03
     3.16228E+06         3.16228E+06         3.00000E+02         1.00000E-03         1.51987E-01
     3.16228E+06         1.00000E+07         3.00000E+02         1.00000E-03         4.54347E+00
     3.16228E+06         3.16228E+07         3.00000E+02         1.00000E-03         6.64827E+01
     3.16228E+06         1.00000E+08         3.00000E+02         1.00000E-03         3.44372E+02
     3.16228E+06         3.16228E+08         3.00000E+02         1.00000E-03         7.26104E+02
     3.16228E+06         1.00000E+09         3.00000E+02         1.00000E-03         9.34493E+02
     1.00000E+07         1.00000E+04         3.00000E+02         1.00000E-03         1.87566E-08
     1.00000E+07         3.16228E+04         3.00000E+02         1.00000E-03         1.83321E-06
     1.00000E+07         1.00000E+05         3.00000E+02         1.00000E-03         1.70752E-04
     1.00000E+07         3.16228E+05         3.00000E+02         1.00000E-03         1.38154E-02
     1.00000E+07         1.00000E+06         3.00000E+02         1.00000E-03         7.82655E-01
     1.00000E+07         3.16228E+06         3.00000E+02         1.00000E-03         2.29724E+01
     1.00000E+07         1.00000E+07         3.00000E+02         1.00000E-03         3.03955E+02
     1.00000E+07         3.16228E+07         3.00000E+02         1.00000E-03         1.90999E+03
     1.00000E+07         1.00000E+08         3.00000E+02         1.00000E-03         6.17604E+03
     1.00000E+07         3.16228E+08         3.00000E+02         1.00000E-03         1.11109E+04
     1.00000E+07         1.00000E+09         3.00000E+02         1.00000E-03         1.37126E+04
     3.16228E+07         1.00000E+04         3.00000E+02         1.00000E-03         5.21138E-06
     3.16228E+07         3.16228E+04         3.00000E+02         1.00000E-03         5.03773E-04
     3.16228E+07         1.00000E+05         3.00000E+02         1.00000E-03         4.51642E-02
     3.16228E+07         3.16228E+05         3.00000E+02         1.00000E-03         3.13776E+00
     3.16228E+07         1.00000E+06         3.00000E+02         1.00000E-03         1.01549E+02
     3.16228E+07         3.16228E+06         3.00000E+02         1.00000E-03         1.09102E+03
     3.16228E+07         1.00000E+07         3.00000E+02         1.00000E-03         6.03150E+03
     3.16228E+07         3.16228E+07         3.00000E+02         1.00000E-03         2.37108E+04
     3.16228E+07         1.00000E+08         3.00000E+02         1.00000E-03         6.68151E+04
     3.16228E+07         3.16228E+08         3.00000E+02         1.00000E-03         1.21546E+05
     3.16228E+07         1.00000E+09         3.00000E+02         1.00000E-03         1.53421E+05
     1.00000E+08         1.00000E+04         3.00000E+02         1.00000E-03         7.67086E-04
     1.00000E+08         3.16228E+04         3.00000E+02         1.00000E-03         7.27516E-02
     1.00000E+08         1.00000E+05         3.00000E+02         1.00000E-03         5.82872E+00
     1.00000E+08         3.16228E+05         3.00000E+02         1.00000E-03         2.23936E+02
     1.00000E+08         1.00000E+06         3.00000E+02         1.00000E-03         2.47950E+03
     1.00000E+08         3.16228E+06         3.00000E+02         1.00000E-03         1.32798E+04
     1.00000E+08         1.00000E+07         3.00000E+02         1.00000E-03         5.29677E+04
     1.00000E+08         3.16228E+07         3.00000E+02         1.00000E-03         1.80895E+05
     1.00000E+08         1.00000E+08         3.00000E+02         1.00000E-03         5.15751E+05
     1.00000E+08         3.16228E+08         3.00000E+02         1.00000E-03         1.07136E+06
     1.00000E+08         1.00000E+09         3.00000E+02         1.00000E-03         1.51058E+06
     3.16228E+08         1.00000E+04         3.00000E+02         1.00000E-03         3.20946E-02
     3.16228E+08         3.16228E+04         3.00000E+02         1.00000E-03         2.98546E+00
     3.16228E+08         1.00000E+05         3.00000E+02         1.00000E-03         1.84221E+02
     3.16228E+08         3.16228E+05         3.00000E+02         1.00000E-03         3.10679E+03
     3.16228E+08         1.00000E+06         3.00000E+02         1.00000E-03         1.93648E+04
     3.16228E+08         3.16228E+06         3.00000E+02         1.00000E-03         8.16972E+04
     3.16228E+08         1.00000E+07         3.00000E+02         1.00000E-03         2.93548E+05
     3.16228E+08         3.16228E+07         3.00000E+02         1.00000E-03         9.69260E+05
     3.16228E+08         1.00000E+08         3.00000E+02         1.00000E-03         2.90270E+06
     3.16228E+08         3.16228E+08         3.00000E+02         1.00000E-03         7.19423E+06
     3.16228E+08         1.00000E+09         3.00000E+02         1.00000E-03         1.28084E+07
     1.00000E+09         1.00000E+04         3.00000E+02         1.00000E-03         7.70879E-01
     1.00000E+09         3.16228E+04         3.00000E+02         1.00000E-03         6.42265E+01
     1.00000E+09         1.00000E+05         3.00000E+02         1.00000E-03         2.18689E+03
     1.00000E+09         3.16228E+05         3.00000E+02         1.00000E-03         1.89274E+04
     1.00000E+09         1.00000E+06         3.00000E+02         1.00000E-03         8.94263E+04
     1.00000E+09         3.16228E+06         3.00000E+02         1.00000E-03         3.41899E+05
     1.00000E+09         1.00000E+07         3.00000E+02         1.00000E-03         1.19579E+06
     1.00000E+09         3.16228E+07         3.00000E+02         1.00000E-03         3.97349E+06
     1.00000E+09         1.00000E+08         3.00000E+02         1.00000E-03         1.25433E+07
     1.00000E+09         3.16228E+08         3.00000E+02         1.00000E-03         3.58764E+07
     1.00000E+09         1.00000E+09         3.00000E+02         1.00000E-03         8.33423E+07
     3.16228E+09         1.00000E+04         3.00000E+02         1.00000E-03         3.69428E+01
     3.16228E+09         3.16228E+04         3.00000E+02         1.00000E-03         1.59527E+03
     3.16228E+09         1.00000E+05         3.00000E+02         1.00000E-03         1.70158E+04
     3.16228E+09         3.16228E+05         3.00000E+02         1.00000E-03         8.53294E+04
     3.16228E+09         1.00000E+06         3.00000E+02         1.00000E-03         3.30235E+05
     3.16228E+09         3.16228E+06         3.00000E+02         1.00000E-03         1.16400E+06
     3.16228E+09         1.00000E+07         3.00000E+02         1.00000E-03         3.96572E+06
     3.16228E+09         3.16228E+07         3.00000E+02         1.00000E-03         1.33258E+07
     3.16228E+09         1.00000E+08         3.00000E+02         1.00000E-03         4.40873E+07
     3.16228E+09         3.16228E+08         3.00000E+02         1.00000E-03         1.40055E+08
     3.16228E+09         1.00000E+09         3.00000E+02         1.00000E-03         3.99494E+08
     1.00000E+04         1.00000E+04         3.00000E+02         1.00000E-02         4.89402E-27
     1.00000E+04         3.16228E+04         3.00000E+02         1.00000E-02         1.04428E-24
     1.00000E+04         1.00000E+05         3.00000E+02         1.00000E-02         2.77745E-22
     1.00000E+04         3.16228E+05         3.00000E+02         1.00000E-02         8.04930E-20
     1.00000E+04         1.00000E+06         3.00000E+02         1.00000E-02         2.28099E-17
     1.00000E+04         3.16228E+06         3.00000E+02         1.00000E-02         5.48441E-15
     1.00000E+04         1.00000E+07         3.00000E+02         1.00000E-02         8.50352E-13
     1.00000E+04         3.16228E+07         3.00000E+02         1.00000E-02         5.58818E-11
     1.00000E+04         1.00000E+08         3.00000E+02         1.00000E-02         1.02655E-09
     1.00000E+04         3.16228E+08         3.00000E+02         1.00000E-02         4.62982E-09
     1.00000E+04         1.00000E+09         3.00000E+02         1.00000E-02         8.04502E-09
     3.16228E+04         1.00000E+04         3.00000E+02         1.00000E-02         9.89561E-25
     3.16228E+04         3.16228E+04         3.00000E+02         1.00000E-02         1.54296E-22
     3.16228E+04         1.00000E+05         3.00000E+02         1.00000E-02         3.27149E-20
     3.16228E+04         3.16228E+05         3.00000E+02         1.00000E-02         8.52901E-18
     3.16228E+04         1.00000E+06         3.00000E+02         1.00000E-02         2.32473E-15
     3.16228E+04         3.16228E+06         3.00000E+02         1.00000E-02         5.51733E-13
     3.16228E+04         1.00000E+07         3.00000E+02         1.00000E-02         8.51739E-11
     3.16228E+04         3.16228E+07         3.00000E+02         1.00000E-02         5.58769E-09
     3.16228E+04         1.00000E+08         3.00000E+02         1.00000E-02         1.02546E-07
     3.16228E+04         3.16228E+08         3.00000E+02         1.00000E-02         4.62222E-07
     3.16228E+04         1.00000E+09         3.00000E+02         1.00000E-02         8.02953E-07
     1.00000E+05         1.00000E+04         3.00000E+02         1.00000E-02         2.57039E-22
     1.00000E+05         3.16228E+04         3.00000E+02         1.00000E-02         3.11911E-20
     1.00000E+05         1.00000E+05         3.00000E+02         1.00000E-02         4.83297E-18
     1.00000E+05         3.16228E+05         3.00000E+02         1.00000E-02         1.00451E-15
     1.00000E+05         1.00000E+06         3.00000E+02         1.00000E-02         2.46297E-13
     1.00000E+05         3.16228E+06         3.00000E+02         1.00000E-02         5.62134E-11
     1.00000E+05         1.00000E+07         3.00000E+02         1.00000E-02         8.56117E-09
     1.00000E+05         3.16228E+07         3.00000E+02         1.00000E-02         5.58610E-07
     1.00000E+05         1.00000E+08         3.00000E+02         1.00000E-02         1.02203E-05
     1.00000E+05         3.16228E+08         3.00000E+02         1.00000E-02         4.59829E-05
     1.00000E+05         1.00000E+09         3.00000E+02         1.00000E-02         7.98074E-05
     3.16228E+05         1.00000E+04         3.00000E+02         1.00000E-02         7.56122E-20
     3.16228E+05         3.16228E+04         3.00000E+02         1.00000E-02         8.09513E-18
     3.16228E+05         1.00000E+05         3.00000E+02         1.00000E-02         9.76247E-16
     3.16228E+05         3.16228E+05         3.00000E+02         1.00000E-02         1.48308E-13
     3.16228E+05         1.00000E+06         3.00000E+02         1.00000E-02         2.89917E-11
     3.16228E+05         3.16228E+06         3.00000E+02         1.00000E-02         5.94916E-09
     3.16228E+05         1.00000E+07         3.00000E+02         1.00000E-02         8.69871E-07
     3.16228E+05         3.16228E+07         3.00000E+02         1.00000E-02         5.58092E-05
     3.16228E+05         1.00000E+08         3.00000E+02         1.00000E-02         1.01128E-03
